ORGAO_INTERNO;COD_TIPO;TIPO;COD_SUBELEMENTO;SUBELEMENTO
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;449052;equipamentos e material permanente;6899;maquinas e equipamentos energeticos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339032;material, bem ou servico para distribuicao gratuita;9902;medicamentos para uso domiciliar
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339092;despesas de exercicios anteriores;8536;outros servicos de terceiros - pessoa fisica
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;2599;locacao de imoveis
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339030;material de consumo;1399;material para manutencao de veiculos
fundo municipal de saude;339030;material de consumo;1399;material para manutencao de veiculos
fundo municipal de saude;339030;material de consumo;1399;material para manutencao de veiculos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4699;manutencao e conservacao de veiculos
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;2199;estagiarios
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4399;locacao de maquinas e equipamentos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
fundo municipal de saude;449052;equipamentos e material permanente;6308;aparelhos, equipamentos, utensilios medicoodontologico, laboratorial e hospitalar
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;2599;locacao de imoveis
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;2599;locacao de imoveis
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;2599;locacao de imoveis
fundo municipal de saude;339040;servicos de tecnologia da informacao e comunicacao;9901;locacao de equipamentos e softwares
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4943;servicos de energia eletrica
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5044;servicos de agua e esgoto
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;4299;locacao de softwares
fundo municipal de saude;339093;indenizacoes e restituicoes;9999;outras indenizacoes e restituicoes
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;6199;outros servicos de terceiros, pessoa juridica
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;3899;outros servicos de pessoa fisica
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;5150;servico medico, hospital, odontologico e laboratoriais
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;339036;outros servicos de terceiros - pessoa fisica;2799;manutencao e conservacao de equipamentos
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;339030;material de consumo;1999;outros materiais de consumo
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;339030;material de consumo;716;material de expediente
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9601;vencimentos e salarios - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9701;vencimentos e salarios - vinculado ao inss
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;339039;outros servicos de terceiros - pessoa juridica;9599;locacao de veiculos
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9901;salario contrato temporario
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9610;adicional de insalubridade - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9610;adicional de insalubridade - vinculado ao rpps
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9710;adicional de insalubridade - vinculado ao inss
fundo municipal de saude;319011;vencimentos e vantagens fixas - pessoal civil;9710;adicional de insalubridade - vinculado ao inss
fundo municipal de saude;319004;contratacao por tempo determinado;9951;adicionais de contrato temporario
fundo municipal de saude;319004;contratacao por tempo determinado;9951;adicionais de contrato temporario
